time;FlatA_Ele;FlatB_Ele;FlatC_Ele;FlatD_Ele
2019-07-22 13:45:00;7564.365;9354.391;6320.009;10664.652
2019-07-22 14:00:00;7564.408;9354.415;6320.111;10664.855
2019-07-22 14:15:00;7564.459;9354.451;6320.210;10664.925
2019-07-22 14:30:00;7564.509;9354.489;6320.244;10664.997
2019-07-22 14:45:00;7564.546;9354.523;6320.276;10665.069
2019-07-22 15:00:00;7564.574;9354.886;6320.317;10665.228
2019-07-22 15:15:00;7564.607;9355.468;6320.364;10665.307
2019-07-22 15:30:00;7564.692;9355.722;6320.413;10665.453
2019-07-22 15:45:00;7565.095;9355.765;6320.473;10665.619
2019-07-22 16:00:00;7565.513;9355.808;6320.537;10665.793
2019-07-22 16:15:00;7565.893;9355.849;6320.625;10665.959
2019-07-22 16:30:00;7566.276;9355.941;6320.688;10666.064
2019-07-22 16:45:00;7566.487;9355.992;6320.954;10666.210
2019-07-22 17:00:00;7566.697;9356.176;6321.418;10666.338
2019-07-22 17:15:00;7566.808;9356.686;6321.611;10666.424
2019-07-22 17:30:00;7566.852;9356.891;6321.705;10666.509
2019-07-22 17:45:00;7566.901;9357.056;6321.790;10666.610
2019-07-22 18:00:00;7566.952;9357.403;6321.856;10666.696
2019-07-22 18:15:00;7567.004;9357.430;6321.914;10666.771
2019-07-22 18:30:00;7567.132;9357.468;6321.976;10666.845
2019-07-22 18:45:00;7567.572;9357.489;6322.040;10666.918
2019-07-22 19:00:00;7567.667;9357.533;6322.111;10667.010
2019-07-22 19:15:00;7567.716;9357.561;6322.177;10667.099
2019-07-22 19:30:00;7567.776;9357.586;6322.236;10667.180
2019-07-22 19:45:00;7567.868;9357.611;6322.305;10667.278
2019-07-22 20:00:00;7567.969;9357.647;6322.338;10667.389
2019-07-22 20:15:00;7568.298;9357.715;6322.356;10667.519
2019-07-22 20:30:00;7568.342;9357.778;6322.373;10667.646
2019-07-22 20:45:00;7568.375;9357.822;6322.394;10667.766
2019-07-22 21:00:00;7568.405;9357.867;6322.435;10667.883
2019-07-22 21:15:00;7568.418;9357.915;6322.472;10667.969
2019-07-22 21:30:00;7568.432;9357.969;6322.504;10668.040
2019-07-22 21:45:00;7568.446;9358.025;6322.522;10668.077
2019-07-22 22:00:00;7568.480;9358.052;6322.548;10668.109
2019-07-22 22:15:00;7568.514;9358.076;6322.586;10668.136
2019-07-22 22:30:00;7568.543;9358.106;6322.603;10668.174
2019-07-22 22:45:00;7568.556;9358.142;6322.619;10668.263
2019-07-22 23:00:00;7568.570;9358.174;6322.636;10668.345
2019-07-22 23:15:00;7568.596;9358.206;6322.665;10668.366
2019-07-22 23:30:00;7568.626;9358.230;6322.704;10668.386
2019-07-22 23:45:00;7568.640;9358.253;6322.739;10668.410
2019-07-23 00:00:00;7568.670;9358.289;6322.763;10668.441
2019-07-23 00:15:00;7568.701;9358.323;6322.780;10668.460
2019-07-23 00:30:00;7568.714;9358.365;6322.799;10668.479
2019-07-23 00:45:00;7568.738;9358.390;6322.839;10668.498
2019-07-23 01:00:00;7568.769;9358.414;6322.857;10668.516
2019-07-23 01:15:00;7568.782;9358.438;6322.874;10668.549
2019-07-23 01:30:00;7568.804;9358.476;6322.891;10668.583
2019-07-23 01:45:00;7568.835;9358.509;6322.922;10668.609
2019-07-23 02:00:00;7568.852;9358.548;6322.959;10668.628
2019-07-23 02:15:00;7568.865;9358.573;6323.008;10668.647
2019-07-23 02:30:00;7568.897;9358.597;6323.028;10668.669
2019-07-23 02:45:00;7569.032;9358.624;6323.057;10668.701
2019-07-23 03:00:00;7569.045;9358.662;6323.192;10668.720
2019-07-23 03:15:00;7569.088;9358.694;6323.248;10668.739
2019-07-23 03:30:00;7569.217;9358.731;6323.302;10668.758
2019-07-23 03:45:00;7569.362;9358.754;6323.344;10668.777
2019-07-23 04:00:00;7569.482;9358.778;6323.378;10668.811
2019-07-23 04:15:00;7569.698;9358.813;6323.412;10668.845
2019-07-23 04:30:00;7569.720;9358.866;6323.439;10668.871
2019-07-23 04:45:00;7569.773;9358.919;6323.478;10668.889
2019-07-23 05:00:00;7569.813;9359.040;6323.498;10668.909
2019-07-23 05:15:00;7569.860;9359.084;6323.518;10668.964
2019-07-23 05:30:00;7569.893;9359.130;6323.540;10669.011
2019-07-23 05:45:00;7569.923;9359.192;6323.579;10669.039
2019-07-23 06:00:00;7569.952;9359.265;6323.618;10669.058
2019-07-23 06:15:00;7569.972;9359.331;6323.655;10669.113
2019-07-23 06:30:00;7570.000;9359.368;6323.675;10669.207
2019-07-23 06:45:00;7570.028;9359.502;6323.695;10669.276
2019-07-23 07:00:00;7570.043;9359.651;6323.715;10669.375
2019-07-23 07:15:00;7570.072;9359.769;6323.735;10669.621
2019-07-23 07:30:00;7570.086;9359.905;6323.764;10669.976
2019-07-23 07:45:00;7570.100;9359.944;6323.800;10670.110
2019-07-23 08:00:00;7570.128;9360.105;6323.834;10670.269
2019-07-23 08:15:00;7570.154;9360.342;6323.866;10670.571
2019-07-23 08:30:00;7570.167;9360.433;6323.886;10671.075
2019-07-23 08:45:00;7570.193;9360.700;6323.906;10671.990
2019-07-23 09:00:00;7570.207;9360.971;6323.926;10672.464
2019-07-23 09:15:00;7570.221;9361.216;6323.962;10672.603
2019-07-23 09:30:00;7570.247;9361.284;6323.983;10672.664
2019-07-23 09:45:00;7570.271;9361.324;6324.003;10672.845
2019-07-23 10:00:00;7570.284;9361.366;6324.036;10673.176
2019-07-23 10:15:00;7570.308;9361.405;6324.082;10673.315
2019-07-23 10:30:00;7570.324;9361.449;6324.112;10673.449
2019-07-23 10:45:00;7570.337;9361.498;6324.168;10673.978
2019-07-23 11:00:00;7570.363;9361.687;6324.264;10674.112
2019-07-23 11:15:00;7570.387;9362.055;6324.313;10674.181
2019-07-23 11:30:00;7570.400;9362.167;6324.364;10674.235
2019-07-23 11:45:00;7570.421;9362.242;6324.387;10674.289
2019-07-23 12:00:00;7570.440;9362.505;6324.428;10674.343
2019-07-23 12:15:00;7570.453;9362.934;6324.462;10674.396
2019-07-23 12:30:00;7570.478;9363.434;6324.491;10674.448
2019-07-23 12:45:00;7570.502;9363.618;6324.508;10674.509
2019-07-23 13:00:00;7570.516;9364.164;6324.533;10674.579
2019-07-23 13:15:00;7570.533;9364.323;6324.585;10674.642
2019-07-23 13:30:00;7570.556;9364.418;6324.647;10674.699
2019-07-23 13:45:00;7570.568;9364.456;6324.711;10674.756
2019-07-23 14:00:00;7570.592;9364.491;6324.772;10674.814
2019-07-23 14:15:00;7570.623;9364.526;6324.823;10674.872
2019-07-23 14:30:00;7570.646;9364.559;6324.871;10674.931
2019-07-23 14:45:00;7570.665;9364.606;6324.920;10675.004
2019-07-23 15:00:00;7570.698;9364.649;6325.144;10675.073
2019-07-23 15:15:00;7570.717;9364.682;6325.254;10675.141
2019-07-23 15:30:00;7570.737;9364.714;6325.318;10675.199
2019-07-23 15:45:00;7570.778;9364.749;6325.382;10675.257
2019-07-23 16:00:00;7570.821;9364.797;6325.469;10675.320
2019-07-23 16:15:00;7570.847;9364.854;6325.556;10675.376
2019-07-23 16:30:00;7570.886;9364.904;6325.614;10675.440
2019-07-23 16:45:00;7570.976;9364.959;6325.669;10675.515
2019-07-23 17:00:00;7571.164;9365.013;6325.736;10675.595
2019-07-23 17:15:00;7571.735;9365.102;6325.828;10675.671
2019-07-23 17:30:00;7572.405;9365.187;6325.904;10675.739
2019-07-23 17:45:00;7572.621;9365.256;6325.960;10675.811
2019-07-23 18:00:00;7572.797;9365.323;6326.023;10675.903
2019-07-23 18:15:00;7572.906;9365.382;6326.064;10676.026
2019-07-23 18:30:00;7573.090;9365.444;6326.105;10676.136
2019-07-23 18:45:00;7573.719;9365.504;6326.168;10676.255
2019-07-23 19:00:00;7573.907;9365.832;6326.250;10676.380
2019-07-23 19:15:00;7574.007;9366.011;6326.332;10676.510
2019-07-23 19:30:00;7574.117;9366.100;6326.411;10676.652
2019-07-23 19:45:00;7574.195;9366.177;6326.471;10676.815
2019-07-23 20:00:00;7574.263;9366.591;6326.531;10676.946
2019-07-23 20:15:00;7574.382;9366.843;6326.565;10677.074
2019-07-23 20:30:00;7574.486;9366.925;6326.587;10677.191
2019-07-23 20:45:00;7574.560;9366.991;6326.608;10677.304
2019-07-23 21:00:00;7574.645;9367.057;6326.632;10677.428
2019-07-23 21:15:00;7574.688;9367.137;6326.677;10677.534
2019-07-23 21:30:00;7574.714;9367.233;6326.717;10677.634
2019-07-23 21:45:00;7574.728;9367.321;6326.747;10677.719
2019-07-23 22:00:00;7574.741;9367.366;6326.767;10677.763
2019-07-23 22:15:00;7574.771;9367.398;6326.795;10677.793
2019-07-23 22:30:00;7574.801;9367.446;6326.831;10677.816
2019-07-23 22:45:00;7574.830;9367.487;6326.848;10677.934
2019-07-23 23:00:00;7574.850;9367.511;6326.866;10678.023
2019-07-23 23:15:00;7574.863;9367.535;6326.882;10678.052
2019-07-23 23:30:00;7574.891;9367.576;6326.909;10678.091
2019-07-23 23:45:00;7574.920;9367.621;6326.949;10678.119
2019-07-24 00:00:00;7574.934;9367.655;6326.985;10678.141
2019-07-24 00:15:00;7574.947;9367.679;6327.009;10678.164
2019-07-24 00:30:00;7574.963;9367.703;6327.025;10678.186
2019-07-24 00:45:00;7574.993;9367.751;6327.050;10678.215
2019-07-24 01:00:00;7575.024;9367.793;6327.084;10678.245
2019-07-24 01:15:00;7575.051;9367.819;6327.100;10678.266
2019-07-24 01:30:00;7575.065;9367.843;6327.117;10678.288
2019-07-24 01:45:00;7575.078;9367.872;6327.133;10678.324
2019-07-24 02:00:00;7575.097;9367.921;6327.155;10678.354
2019-07-24 02:15:00;7575.129;9367.962;6327.222;10678.375
2019-07-24 02:30:00;7575.142;9367.986;6327.260;10678.396
2019-07-24 02:45:00;7575.268;9368.010;6327.289;10678.415
2019-07-24 03:00:00;7575.294;9368.041;6327.406;10678.447
2019-07-24 03:15:00;7575.325;9368.090;6327.453;10678.473
2019-07-24 03:30:00;7575.367;9368.124;6327.517;10678.494
2019-07-24 03:45:00;7575.404;9368.153;6327.563;10678.514
2019-07-24 04:00:00;7575.539;9368.193;6327.605;10678.538
2019-07-24 04:15:00;7575.640;9368.234;6327.659;10678.573
2019-07-24 04:30:00;7575.679;9368.290;6327.722;10678.600
2019-07-24 04:45:00;7575.711;9368.356;6327.794;10678.620
2019-07-24 05:00:00;7575.744;9368.425;6327.872;10678.639
2019-07-24 05:15:00;7575.874;9368.501;6328.012;10678.668
2019-07-24 05:30:00;7576.147;9368.653;6328.160;10678.721
2019-07-24 05:45:00;7576.434;9368.777;6328.321;10678.753
2019-07-24 06:00:00;7576.554;9368.842;6328.464;10678.788
2019-07-24 06:15:00;7576.600;9368.935;6328.615;10678.821
2019-07-24 06:30:00;7576.637;9368.984;6328.806;10678.849
2019-07-24 06:45:00;7576.664;9369.028;6328.965;10678.902
2019-07-24 07:00:00;7576.700;9369.065;6329.111;10678.934
2019-07-24 07:15:00;7576.746;9369.107;6329.204;10679.024
2019-07-24 07:30:00;7576.785;9369.149;6329.240;10679.130
2019-07-24 07:45:00;7576.814;9369.189;6329.287;10679.197
2019-07-24 08:00:00;7576.849;9369.231;6329.342;10679.379
2019-07-24 08:15:00;7576.878;9369.303;6329.384;10679.774
2019-07-24 08:30:00;7576.899;9369.364;6329.417;10679.861
2019-07-24 08:45:00;7576.925;9369.420;6329.450;10679.912
2019-07-24 09:00:00;7576.947;9369.506;6329.486;10679.956
2019-07-24 09:15:00;7576.961;9369.581;6329.534;10680.013
2019-07-24 09:30:00;7576.980;9369.644;6329.588;10680.039
2019-07-24 09:45:00;7577.006;9369.702;6329.634;10680.060
2019-07-24 10:00:00;7577.025;9369.763;6329.676;10680.081
2019-07-24 10:15:00;7577.148;9369.808;6329.728;10680.115
2019-07-24 10:30:00;7577.304;9369.876;6329.779;10680.149
2019-07-24 10:45:00;7577.461;9369.922;6329.822;10680.170
2019-07-24 11:00:00;7577.580;9369.965;6329.864;10680.191
2019-07-24 11:15:00;7577.697;9370.032;6329.920;10680.216
2019-07-24 11:30:00;7577.820;9370.115;6329.976;10680.250
2019-07-24 11:45:00;7577.908;9370.179;6330.035;10680.271
2019-07-24 12:00:00;7578.029;9370.232;6330.093;10680.291
2019-07-24 12:15:00;7578.145;9370.264;6330.161;10680.312
2019-07-24 12:30:00;7578.238;9370.295;6330.251;10680.342
2019-07-24 12:45:00;7578.353;9370.339;6330.340;10680.374
2019-07-24 13:00:00;7578.447;9370.384;6330.429;10680.405
2019-07-24 13:15:00;7578.558;9370.414;6330.518;10680.425
2019-07-24 13:30:00;7578.675;9370.447;6330.603;10680.445
2019-07-24 13:45:00;7578.768;9370.491;6330.699;10680.465
2019-07-24 14:00:00;7578.883;9370.547;6330.785;10680.485
2019-07-24 14:15:00;7579.001;9370.593;6330.843;10680.515
2019-07-24 14:30:00;7579.099;9370.669;6331.058;10680.540
2019-07-24 14:45:00;7579.199;9370.713;6331.124;10680.567
2019-07-24 15:00:00;7579.427;9370.765;6331.195;10680.598
2019-07-24 15:15:00;7579.649;9370.791;6331.252;10680.620
2019-07-24 15:30:00;7580.222;9370.824;6331.309;10680.640
2019-07-24 15:45:00;7580.602;9370.864;6331.359;10680.662
2019-07-24 16:00:00;7580.667;9370.895;6331.387;10680.691
2019-07-24 16:15:00;7580.689;9370.916;6331.497;10680.713
2019-07-24 16:30:00;7580.708;9370.936;6331.569;10680.803
2019-07-24 16:45:00;7580.757;9370.968;6331.640;10681.033
2019-07-24 17:00:00;7580.807;9371.006;6331.709;10681.451
2019-07-24 17:15:00;7580.865;9371.063;6331.790;10681.588
2019-07-24 17:30:00;7580.915;9371.115;6331.873;10681.718
2019-07-24 17:45:00;7580.945;9371.153;6331.946;10681.836
2019-07-24 18:00:00;7580.965;9371.177;6332.004;10681.947
2019-07-24 18:15:00;7580.984;9371.224;6332.119;10682.034
2019-07-24 18:30:00;7581.009;9371.273;6332.179;10682.138
2019-07-24 18:45:00;7581.046;9371.300;6332.258;10682.246
2019-07-24 19:00:00;7581.079;9371.341;6332.309;10682.348
2019-07-24 19:15:00;7581.125;9371.373;6332.349;10682.453
2019-07-24 19:30:00;7581.181;9371.412;6332.388;10682.569
2019-07-24 19:45:00;7581.284;9371.463;6332.432;10682.680
2019-07-24 20:00:00;7581.342;9371.535;6332.498;10682.780
2019-07-24 20:15:00;7581.385;9371.608;6332.553;10682.873
2019-07-24 20:30:00;7581.421;9371.667;6332.576;10682.951
2019-07-24 20:45:00;7581.457;9371.728;6332.589;10683.170
2019-07-24 21:00:00;7581.476;9371.802;6332.603;10683.329
2019-07-24 21:15:00;7581.490;9371.893;6332.627;10683.377
2019-07-24 21:30:00;7581.513;9371.939;6332.657;10683.560
2019-07-24 21:45:00;7581.539;9371.966;6332.670;10683.774
2019-07-24 22:00:00;7581.557;9372.007;6332.683;10683.869
2019-07-24 22:15:00;7581.589;9372.039;6332.703;10683.943
2019-07-24 22:30:00;7581.625;9372.082;6332.734;10683.979
2019-07-24 22:45:00;7581.711;9372.107;6332.758;10684.006
2019-07-24 23:00:00;7581.733;9372.130;6332.792;10684.034
2019-07-24 23:15:00;7581.758;9372.154;6332.807;10684.061
2019-07-24 23:30:00;7581.810;9372.186;6332.819;10684.089
2019-07-24 23:45:00;7581.835;9372.230;6332.832;10684.126
2019-07-25 00:00:00;7581.849;9372.258;6332.845;10684.165
2019-07-25 00:15:00;7581.874;9372.281;6332.864;10684.201
2019-07-25 00:30:00;7581.904;9372.309;6332.900;10684.228
2019-07-25 00:45:00;7581.917;9372.352;6332.932;10684.252
2019-07-25 01:00:00;7581.931;9372.382;6332.954;10684.275
2019-07-25 01:15:00;7581.945;9372.418;6332.966;10684.299
2019-07-25 01:30:00;7581.980;9372.441;6332.979;10684.330
2019-07-25 01:45:00;7582.000;9372.464;6332.992;10684.361
2019-07-25 02:00:00;7582.015;9372.486;6333.018;10684.386
2019-07-25 02:15:00;7582.041;9372.529;6333.070;10684.420
2019-07-25 02:30:00;7582.063;9372.572;6333.094;10684.454
2019-07-25 02:45:00;7582.077;9372.596;6333.109;10684.476
2019-07-25 03:00:00;7582.090;9372.620;6333.124;10684.500
2019-07-25 03:15:00;7582.104;9372.645;6333.137;10684.531
2019-07-25 03:30:00;7582.128;9372.690;6333.252;10684.560
2019-07-25 03:45:00;7582.158;9372.744;6333.296;10684.583
2019-07-25 04:00:00;7582.183;9372.856;6333.330;10684.606
2019-07-25 04:15:00;7582.197;9372.943;6333.356;10684.629
2019-07-25 04:30:00;7582.278;9372.986;6333.376;10684.653
2019-07-25 04:45:00;7582.368;9373.033;6333.402;10684.688
2019-07-25 05:00:00;7582.464;9373.097;6333.440;10684.723
2019-07-25 05:15:00;7582.745;9373.182;6333.464;10684.755
2019-07-25 05:30:00;7582.847;9373.213;6333.487;10684.781
2019-07-25 05:45:00;7582.881;9373.233;6333.511;10684.835
2019-07-25 06:00:00;7582.906;9373.252;6333.542;10685.137
2019-07-25 06:15:00;7582.922;9373.272;6333.572;10685.481
2019-07-25 06:30:00;7582.970;9373.316;6333.611;10685.924
2019-07-25 06:45:00;7583.016;9373.351;6333.631;10686.036
2019-07-25 07:00:00;7583.060;9373.371;6333.647;10686.380
2019-07-25 07:15:00;7583.470;9373.390;6333.673;10686.702
2019-07-25 07:30:00;7584.047;9373.412;6333.698;10686.781
2019-07-25 07:45:00;7584.570;9373.451;6333.804;10686.828
2019-07-25 08:00:00;7584.728;9373.490;6333.826;10686.874
2019-07-25 08:15:00;7584.929;9373.510;6333.852;10686.921
2019-07-25 08:30:00;7585.015;9373.529;6333.890;10687.006
2019-07-25 08:45:00;7585.386;9373.549;6333.925;10687.172
2019-07-25 09:00:00;7585.625;9373.579;6333.946;10687.557
2019-07-25 09:15:00;7585.726;9373.621;6333.961;10688.942
2019-07-25 09:30:00;7585.765;9373.649;6333.976;10689.670
2019-07-25 09:45:00;7585.796;9373.669;6334.009;10690.197
2019-07-25 10:00:00;7586.214;9373.688;6334.035;10690.535
2019-07-25 10:15:00;7586.781;9373.711;6334.050;10690.786
2019-07-25 10:30:00;7587.238;9373.754;6334.069;10691.254
2019-07-25 10:45:00;7587.597;9373.784;6334.097;10691.588
2019-07-25 11:00:00;7587.828;9373.808;6334.128;10691.727
2019-07-25 11:15:00;7587.979;9373.828;6334.174;10692.120
2019-07-25 11:30:00;7588.160;9373.848;6334.236;10692.785
2019-07-25 11:45:00;7588.270;9373.886;6334.258;10692.972
2019-07-25 12:00:00;7588.690;9373.925;6334.281;10693.548
2019-07-25 12:15:00;7588.960;9373.946;6334.303;10693.842
2019-07-25 12:30:00;7589.264;9373.965;6334.330;10694.095
2019-07-25 12:45:00;7589.481;9373.985;6334.376;10694.309
2019-07-25 13:00:00;7589.780;9374.016;6334.418;10694.500
2019-07-25 13:15:00;7590.053;9374.057;6334.451;10694.539
2019-07-25 13:30:00;7590.333;9374.083;6334.476;10694.576
2019-07-25 13:45:00;7590.455;9374.103;6334.510;10694.616
2019-07-25 14:00:00;7590.596;9374.138;6334.555;10694.758
2019-07-25 14:15:00;7591.160;9374.206;6334.602;10694.936
2019-07-25 14:30:00;7591.528;9374.257;6334.673;10695.643
2019-07-25 14:45:00;7591.727;9374.288;6334.743;10696.595
2019-07-25 15:00:00;7591.891;9374.739;6334.814;10697.485
2019-07-25 15:15:00;7592.025;9374.904;6334.902;10697.845
2019-07-25 15:30:00;7592.377;9374.960;6334.994;10698.029
2019-07-25 15:45:00;7592.856;9375.010;6335.081;10698.121
2019-07-25 16:00:00;7592.987;9375.073;6335.150;10698.210
2019-07-25 16:15:00;7593.058;9375.150;6335.220;10698.489
2019-07-25 16:30:00;7593.108;9375.632;6335.286;10698.664
2019-07-25 16:45:00;7593.267;9375.753;6335.375;10698.789
2019-07-25 17:00:00;7593.624;9375.854;6335.452;10698.973
2019-07-25 17:15:00;7593.828;9376.142;6335.884;10699.251
2019-07-25 17:30:00;7593.982;9376.635;6336.195;10699.365
2019-07-25 17:45:00;7594.142;9376.887;6336.482;10699.507
2019-07-25 18:00:00;7594.244;9377.005;6336.729;10699.853
2019-07-25 18:15:00;7594.320;9377.410;6336.845;10700.601
2019-07-25 18:30:00;7594.417;9377.461;6336.915;10701.022
2019-07-25 18:45:00;7594.536;9377.499;6336.971;10701.374
2019-07-25 19:00:00;7595.152;9377.573;6337.026;10701.601
2019-07-25 19:15:00;7595.585;9377.717;6337.114;10701.725
2019-07-25 19:30:00;7595.818;9377.904;6337.280;10701.841
2019-07-25 19:45:00;7596.003;9378.099;6337.402;10701.925
2019-07-25 20:00:00;7596.149;9378.318;6337.470;10702.021
2019-07-25 20:15:00;7596.339;9378.526;6337.532;10702.135
2019-07-25 20:30:00;7596.469;9378.710;6337.578;10702.268
2019-07-25 20:45:00;7596.579;9378.880;6337.626;10702.501
2019-07-25 21:00:00;7596.712;9379.054;6337.647;10702.721
2019-07-25 21:15:00;7596.798;9379.190;6337.661;10702.798
2019-07-25 21:30:00;7596.908;9379.328;6337.674;10702.837
2019-07-25 21:45:00;7596.998;9379.479;6337.701;10702.891
2019-07-25 22:00:00;7597.104;9379.643;6337.735;10702.946
2019-07-25 22:15:00;7597.223;9379.811;6337.762;10702.969
2019-07-25 22:30:00;7597.333;9379.978;6337.776;10702.991
2019-07-25 22:45:00;7597.452;9380.168;6337.789;10703.016
2019-07-25 23:00:00;7597.536;9380.264;6337.804;10703.052
2019-07-25 23:15:00;7597.648;9380.300;6337.837;10703.079
2019-07-25 23:30:00;7597.759;9380.354;6337.871;10703.098
2019-07-25 23:45:00;7597.884;9380.396;6337.892;10703.116
2019-07-26 00:00:00;7597.940;9380.452;6337.906;10703.135
2019-07-26 00:15:00;7597.973;9380.487;6337.919;10703.164
2019-07-26 00:30:00;7597.997;9380.521;6337.941;10703.198
2019-07-26 00:45:00;7598.010;9380.552;6337.975;10703.225
2019-07-26 01:00:00;7598.023;9380.597;6338.009;10703.248
2019-07-26 01:15:00;7598.036;9380.651;6338.030;10703.267
2019-07-26 01:30:00;7598.062;9380.684;6338.043;10703.285
2019-07-26 01:45:00;7598.096;9380.716;6338.057;10703.319
2019-07-26 02:00:00;7598.125;9380.751;6338.070;10703.351
2019-07-26 02:15:00;7598.146;9380.802;6338.103;10703.370
2019-07-26 02:30:00;7598.282;9380.847;6338.139;10703.389
2019-07-26 02:45:00;7598.313;9380.889;6338.169;10703.407
2019-07-26 03:00:00;7598.331;9380.920;6338.184;10703.430
2019-07-26 03:15:00;7598.360;9380.952;6338.198;10703.514
2019-07-26 03:30:00;7598.392;9380.987;6338.214;10703.557
2019-07-26 03:45:00;7598.458;9381.038;6338.247;10703.602
2019-07-26 04:00:00;7598.615;9381.096;6338.303;10703.820
2019-07-26 04:15:00;7598.843;9381.139;6338.494;10704.049
2019-07-26 04:30:00;7599.060;9381.182;6338.885;10704.076
2019-07-26 04:45:00;7599.293;9381.234;6339.190;10704.089
2019-07-26 05:00:00;7599.316;9381.293;6339.246;10704.483
2019-07-26 05:15:00;7599.457;9381.348;6339.302;10704.554
2019-07-26 05:30:00;7599.657;9381.454;6339.360;10704.574
2019-07-26 05:45:00;7599.767;9381.474;6339.424;10704.586
2019-07-26 06:00:00;7599.835;9381.496;6339.631;10704.594
2019-07-26 06:15:00;7599.910;9381.534;6339.901;10704.603
2019-07-26 06:30:00;7599.950;9381.582;6339.938;10704.622
2019-07-26 06:45:00;7600.004;9381.637;6340.047;10704.636
2019-07-26 07:00:00;7600.076;9381.698;6340.107;10704.657
2019-07-26 07:15:00;7600.196;9381.719;6340.168;10704.666
2019-07-26 07:30:00;7600.239;9381.739;6340.222;10704.675
2019-07-26 07:45:00;7600.256;9381.765;6340.268;10704.683
2019-07-26 08:00:00;7600.269;9381.807;6340.320;10704.702
2019-07-26 08:15:00;7600.284;9381.838;6340.374;10704.715
2019-07-26 08:30:00;7600.314;9381.880;6340.434;10704.740
2019-07-26 08:45:00;7600.336;9381.907;6340.492;10704.748
2019-07-26 09:00:00;7600.349;9381.929;6340.615;10704.756
2019-07-26 09:15:00;7600.371;9381.949;6340.707;10704.765
2019-07-26 09:30:00;7600.391;9381.974;6340.778;10704.785
2019-07-26 09:45:00;7600.403;9382.256;6340.832;10704.797
2019-07-26 10:00:00;7600.422;9382.392;6340.892;10704.820
2019-07-26 10:15:00;7600.447;9382.426;6340.946;10704.828
2019-07-26 10:30:00;7600.465;9382.465;6340.985;10704.836
2019-07-26 10:45:00;7600.478;9382.843;6341.024;10704.846
2019-07-26 11:00:00;7600.498;9383.234;6341.075;10704.866
2019-07-26 11:15:00;7600.520;9383.318;6341.123;10704.877
2019-07-26 11:30:00;7600.533;9383.742;6341.186;10704.897
2019-07-26 11:45:00;7600.552;9383.768;6341.245;10704.905
2019-07-26 12:00:00;7600.577;9383.788;6341.289;10704.914
2019-07-26 12:15:00;7600.595;9383.828;6341.328;10704.926
2019-07-26 12:30:00;7600.608;9383.893;6341.370;10704.945
2019-07-26 12:45:00;7600.626;9383.940;6341.417;10704.956
2019-07-26 13:00:00;7600.650;9383.982;6341.481;10704.975
2019-07-26 13:15:00;7600.662;9384.024;6341.522;10704.984
2019-07-26 13:30:00;7600.682;9384.069;6341.564;10704.992
2019-07-26 13:45:00;7600.707;9384.117;6341.626;10705.007
2019-07-26 14:00:00;7600.725;9384.160;6341.699;10705.023
2019-07-26 14:15:00;7600.738;9384.193;6341.754;10705.033
2019-07-26 14:30:00;7600.759;9384.224;6341.816;10705.052
2019-07-26 14:45:00;7600.780;9384.247;6341.859;10705.060
2019-07-26 15:00:00;7600.799;9384.277;6341.919;10705.068
2019-07-26 15:15:00;7600.887;9384.320;6342.010;10705.086
2019-07-26 15:30:00;7601.398;9384.351;6342.191;10705.099
2019-07-26 15:45:00;7601.607;9384.370;6342.281;10705.111
2019-07-26 16:00:00;7601.650;9384.390;6342.355;10705.128
2019-07-26 16:15:00;7601.740;9384.410;6342.429;10705.136
2019-07-26 16:30:00;7601.840;9384.438;6342.502;10705.146
2019-07-26 16:45:00;7601.960;9384.482;6342.575;10705.166
2019-07-26 17:00:00;7602.110;9384.529;6342.648;10705.177
2019-07-26 17:15:00;7602.274;9384.564;6342.720;10705.192
2019-07-26 17:30:00;7602.471;9384.598;6342.792;10705.206
2019-07-26 17:45:00;7602.696;9384.658;6342.862;10705.214
2019-07-26 18:00:00;7602.734;9384.714;6342.934;10705.226
2019-07-26 18:15:00;7602.794;9384.758;6343.010;10705.244
2019-07-26 18:30:00;7603.165;9384.778;6343.099;10705.252
2019-07-26 18:45:00;7603.820;9384.798;6343.185;10705.270
2019-07-26 19:00:00;7604.373;9384.831;6343.254;10705.281
2019-07-26 19:15:00;7604.630;9384.872;6343.322;10705.289
2019-07-26 19:30:00;7604.722;9384.951;6343.381;10705.304
2019-07-26 19:45:00;7604.802;9385.021;6343.442;10705.320
2019-07-26 20:00:00;7604.889;9385.079;6343.523;10705.328
2019-07-26 20:15:00;7605.002;9385.135;6343.606;10705.347
2019-07-26 20:30:00;7605.138;9385.191;6343.692;10705.356
2019-07-26 20:45:00;7605.164;9385.261;6343.773;10705.366
2019-07-26 21:00:00;7605.181;9385.340;6343.836;10705.384
2019-07-26 21:15:00;7605.205;9385.402;6343.884;10705.398
2019-07-26 21:30:00;7605.236;9385.434;6343.913;10705.408
2019-07-26 21:45:00;7605.271;9385.466;6343.940;10705.426
2019-07-26 22:00:00;7605.289;9385.501;6343.971;10705.434
2019-07-26 22:15:00;7605.303;9385.541;6344.017;10705.444
2019-07-26 22:30:00;7605.321;9385.580;6344.059;10705.461
2019-07-26 22:45:00;7605.352;9385.614;6344.087;10705.473
2019-07-26 23:00:00;7605.383;9385.635;6344.134;10705.485
2019-07-26 23:15:00;7605.410;9385.657;6344.172;10705.502
